phase,train_accuracy,val_accuracy,train_loss,val_loss
1,0.996443510055542,0.48825502395629883,0.021451592445373535,4.245255470275879
2,0.9891213178634644,0.4840604066848755,0.04373110085725784,4.142697334289551
3,0.9878661036491394,0.4689597189426422,0.04181715473532677,4.175510406494141
4,0.9962342977523804,0.5201342105865479,0.01309005543589592,3.1908202171325684
5,0.9897489547729492,0.44211408495903015,0.050523754209280014,4.404162883758545
